Nome,URL,Stars,Framework,Descricao
Edu1059/Projeto_API_REST_ingressos,https://github.com/Edu1059/Projeto_API_REST_ingressos.git,1,Backend Detectado (express),"Projeto de um Sistema de vendas de ingressos  da disciplina Programação Web Back-End - UTFPR  campus Cornélio Procópio"
M4deN/APIRest-Cypress-Automation,https://github.com/M4deN/APIRest-Cypress-Automation.git,1,Backend Detectado (express),"Projeto de Automação de Testes de uma API-REST apresentada em Seminário na disciplina de programação Web 2 na UTFPR-CP 11/05/2023"
EricoBorgonove/esbam-of-webII-3p-N-2024.1--node,https://github.com/EricoBorgonove/esbam-of-webII-3p-N-2024.1--node.git,1,Backend Detectado (express),"Repositório Oficial da Turma do 3 Perido Noturno da Matéria Programação Web II - NODE -  Faculdade Esbam"
ClaytonRDSS/MedApp,https://github.com/ClaytonRDSS/MedApp.git,1,Backend Detectado (express),"Projeto da Disciplina de Programação II / Descomplica  "
marlonzl7/conecta-futsal,https://github.com/marlonzl7/conecta-futsal.git,1,Backend Detectado (express),"Projeto individual para disciplina de Pesquisa e Inovação na SPTech"
MarcosAlves90/aula_2_seg-19-02-26,https://github.com/MarcosAlves90/aula_2_seg-19-02-26.git,1,Backend Detectado (express),"Projeto prático para a disciplina de SDA: Implementação comparativa entre uma API segura e uma API insegura"
CaiaoCesar/Web2-Backend-Projeto-Final-Venda-Perfumes,https://github.com/CaiaoCesar/Web2-Backend-Projeto-Final-Venda-Perfumes.git,1,Backend Detectado (express),"Repositório para a atividade do Projeto de Trabalho Final da Disciplina de Web 2. "
AngeloGSeS/trabalho-final-web,https://github.com/AngeloGSeS/trabalho-final-web.git,1,Backend Detectado (express),"Trabalho final da disciplina de WEB"
GustaDev07/JogoDaVelha,https://github.com/GustaDev07/JogoDaVelha.git,1,Backend Detectado (express),"Projeto de um Jogo da Velha desenvolvido em HTML  CSS e JavaScript para a disciplina de Práticas de Programação  com orientação do professor Orion Telles  focado em praticar lógica  manipulação de DOM e verificação de jogadas."
YuriBrag/MoviePedia,https://github.com/YuriBrag/MoviePedia.git,1,Backend Detectado (express),"Wiki de filmes desenvolvido para a disciplina Proj. e Des. de Sist. para a Web."
LaysaPinho/Check-list,https://github.com/LaysaPinho/Check-list.git,1,Backend Detectado (express),"Criação de um projeto para compor a nota na disciplina de Tecnologias da Internet."
Druitti/Plano-de-Gerenciamento-de-Configura-o,https://github.com/Druitti/Plano-de-Gerenciamento-de-Configura-o.git,1,Backend Detectado (express),"Este trabalho prático tem como objetivo consolidar e aplicar os conceitos teóricos abordados na disciplina de Gerência de Configuração e Evolução de Software  bem como os conhecimentos adquiridos ao longo de formação acadêmica dos envolvidos"
paulo-campos-57/CloudIA,https://github.com/paulo-campos-57/CloudIA.git,4,Backend Detectado (express),"Repositório destinado ao projeto 'CloudIA'  da disciplina de Cloud  7° Período  CESAR School"
paulo-campos-57/backend-pong,https://github.com/paulo-campos-57/backend-pong.git,2,Backend Detectado (express),"Repositório destinado à disciplina de FrontEnd  7° Período  CESAR School"
EduardoSilvaS/Encurtador-de-link,https://github.com/EduardoSilvaS/Encurtador-de-link.git,1,Backend Detectado (express),"Trabalho universitário feito em equipe da disciplina de Computação em Nuvem  utilizando conceitos de rede  VM's e Vagrant"
hsmazur/hugoMazur-Taberna-4Bimestre,https://github.com/hsmazur/hugoMazur-Taberna-4Bimestre.git,1,Backend Detectado (express),"Projeto de Desenvolvimento Web - 4º Bimestre"
lucasfoschini/PROJETO-DESENVOLVIMENTO-WEB-NODE-EXPRESS-REST,https://github.com/lucasfoschini/PROJETO-DESENVOLVIMENTO-WEB-NODE-EXPRESS-REST.git,1,Backend Detectado (express),""
romanticbat/To-Do-List,https://github.com/romanticbat/To-Do-List.git,1,Backend Detectado (express),"📝Projeto desenvolvido para praticar e demonstrar conceitos de desenvolvimento web  integrando frontend e backend em uma aplicação simples e funcional.  A proposta é oferecer uma interface intuitiva onde o usuário pode criar  editar e remover tarefas do dia a dia  marcando-as como concluídas ou pendentes."
AJT-Devs/backend-genericfilms,https://github.com/AJT-Devs/backend-genericfilms.git,1,Backend Detectado (express),"Backend do projeto Generic Films - Desenvolvimento Web 2 IFSP"
wab030/av1cmpdwe2,https://github.com/wab030/av1cmpdwe2.git,2,Backend Detectado (express),"Repositório da avaliação 1 da disciplina Desenvolvimento Web 2. Esse repositório já está preparado para correção automatizada da entrega dos alunos. "
hsmazur/hugoMazur-Taberna-3Bimestre,https://github.com/hsmazur/hugoMazur-Taberna-3Bimestre.git,1,Backend Detectado (express),"Projeto de Desenvolvimento Web - 3º Bimestre"
pinkiepieisa/Sistema-completo-handlebars,https://github.com/pinkiepieisa/Sistema-completo-handlebars.git,1,Backend Detectado (express),"Repositório feito para expor meu projeto particular para a atividade do dia 19/09 para a matéria de desenvolvimento web 3."
pinkiepieisa/Estruturas-Node.js,https://github.com/pinkiepieisa/Estruturas-Node.js.git,1,Backend Detectado (express),"Repositório feito para expor o projeto da aula 06 da matéria de Desenvolvimento Web 3."
pinkiepieisa/Estrutura-Node.js,https://github.com/pinkiepieisa/Estrutura-Node.js.git,1,Backend Detectado (express),"Repositório feito para expor o projeto das aulas 05 e 06 de Desenvolvimento Web 3."
pinkiepieisa/Tasklist-Node.js,https://github.com/pinkiepieisa/Tasklist-Node.js.git,1,Backend Detectado (express),"Repositório para a reprodução da atividade 'Lista de Tarefas' da aula de Desenvolvimento web 3."
sdsdsdsdsdsihdkjsdjl/cursoride2api,https://github.com/sdsdsdsdsdsihdkjsdjl/cursoride2api.git,1,Backend Detectado (express),"Convert Cursor IDE Agent API to an OpenAI-compatible proxy with SSE streaming  token rotation  and zero database setup"
nicolassmotta/curso-lions-dev,https://github.com/nicolassmotta/curso-lions-dev.git,3,Backend Detectado (express),"Exercícios resolvidos dos módulos do curso."
techbrasilia/fastfeet,https://github.com/techbrasilia/fastfeet.git,1,Backend Detectado (express),"Esse projeto faz parte do desafio do curso bootcamp - GoStack"
prasanna7codes/Grow-Cursor-Backend,https://github.com/prasanna7codes/Grow-Cursor-Backend.git,2,Backend Detectado (express),""
Projeto-Jardim-Padaria/Portifolio_Jardim_Padaria_Artesanal,https://github.com/Projeto-Jardim-Padaria/Portifolio_Jardim_Padaria_Artesanal.git,3,Backend Detectado (express),"Projeto Integrador do curso de FrontEnd da Softex-PE"
CDluyzGonzalez/api-cursos-node-express,https://github.com/CDluyzGonzalez/api-cursos-node-express.git,1,Backend Detectado (express),"API REST desarrollada con Node.js y Express para gestionar cursos con filtros por mes y búsqueda por ID."
Disseveru/1st-cursor-dapp,https://github.com/Disseveru/1st-cursor-dapp.git,1,Backend Detectado (express),""
siddheshsurve/env-tracker-cursor,https://github.com/siddheshsurve/env-tracker-cursor.git,1,Backend Detectado (express),""
GabrielCarneiroSousa/cursoNodeAPIMongo,https://github.com/GabrielCarneiroSousa/cursoNodeAPIMongo.git,1,Backend Detectado (express),""
LeonelRC23/Proyecto_curso_backend,https://github.com/LeonelRC23/Proyecto_curso_backend.git,1,Backend Detectado (express),""
xchen-tian/cursor_auto,https://github.com/xchen-tian/cursor_auto.git,1,Backend Detectado (express),"cursor automation extension"
DanielRN-SOFT/fintrack-backend,https://github.com/DanielRN-SOFT/fintrack-backend.git,1,Backend Detectado (express),"FinTrack es un sistema web independiente que funciona como una herramienta de gestión financiera personal accesible desde cualquier navegador web. El sistema almacenará información financiera personal del usuario y permitirá visualizar estadísticas y reportes sobre ingresos  egresos y ahorro."
Maria-Massucato/sistemaDeTarefas,https://github.com/Maria-Massucato/sistemaDeTarefas.git,1,Backend Detectado (express),"Este projeto é um sistema web de gerenciamento de tarefas desenvolvido com HTML  CSS e JavaScript no front-end  e Node.js + MySQL no back-end."
Matheuskii/Bibliotec-SN,https://github.com/Matheuskii/Bibliotec-SN.git,1,Backend Detectado (express),"Sistema web completo para gerenciamento de bibliotecas escolares (BiblioTec). Desenvolvido com Node.js  Express e MySQL  incluindo catálogo interativo  sistema de reservas e painel administrativo. Projeto do curso de Desenvolvimento de Sistemas - SENAI"
Dieguin77/sistema-lista-tarefas,https://github.com/Dieguin77/sistema-lista-tarefas.git,1,Backend Detectado (express),"Sistema web para cadastro de tarefas"
cetem99/nutrity-table,https://github.com/cetem99/nutrity-table.git,1,Backend Detectado (express),"Sistema Web para Geração Automática de Tabelas Nutricionais Personalizadas"
ElTapiaGit/RetoChat,https://github.com/ElTapiaGit/RetoChat.git,2,Backend Detectado (express),"sistema web para chatear y también chatear siguiendo retos por tiempos"
JobFinder-Project/Nexus-Hub,https://github.com/JobFinder-Project/Nexus-Hub.git,2,Backend Detectado (express),"Um sistema web projetado para funcionar como um marketplace digital  especializado na comercialização de chaves de ativação para jogos e outros produtos digitais."
IgorVaaz/Sistema-de-Controle-de-Estoque-para-Equipamentos-Eletronicos,https://github.com/IgorVaaz/Sistema-de-Controle-de-Estoque-para-Equipamentos-Eletronicos.git,1,Backend Detectado (express),"sistema web completo para gerenciar um estoque de equipamentos eletrônicos."
IgorVaaz/Sistema-de-Controle-de-Estoque-de-Ferramentas-e-Equipamentos-Manuais,https://github.com/IgorVaaz/Sistema-de-Controle-de-Estoque-de-Ferramentas-e-Equipamentos-Manuais.git,1,Backend Detectado (express),"Sistema web para controle de estoque de ferramentas construído com Node.js  Express  MySQL e JavaScript puro."
kkbarbosa/CinneVille,https://github.com/kkbarbosa/CinneVille.git,1,Backend Detectado (express),"Sistema web completo para gerenciamento de um cinema local  com painel de administrador e interface para usuários."
Rick-Henrique7/financas-inteligentes,https://github.com/Rick-Henrique7/financas-inteligentes.git,1,Backend Detectado (express),"💰 Finanças Inteligentes  Um sistema web desenvolvido para controle financeiro  com cadastro  edição  exclusão e filtragem de registros  geração de relatórios e gráficos. Feito com HTML  CSS  JavaScript  Python (Flask) e PostgreSQL  com integração do matplotlib para exibição de gráficos."
estevam5s/bruteforce,https://github.com/estevam5s/bruteforce.git,1,Backend Detectado (express),"Este é um sistema web completo para teste de segurança em redes WiFi  desenvolvido com tecnologias modernas e interface visual intuitiva. O projeto foi criado com base no script Python WifiBF.py e expandido para incluir:"
deborangueira/M2-Projeto_Pessoal,https://github.com/deborangueira/M2-Projeto_Pessoal.git,1,Backend Detectado (express),"desenvolvimento um sistema web completo  com banco de dados  backend e frontend integrados. "
kevinhuanca/cpoe,https://github.com/kevinhuanca/cpoe.git,1,Backend Detectado (express),"Sistema web que permite a médicos autenticados generar prescripciones."
billybombom/Projeto-Desenvolvimento-em-Banco-de-Dados-1-semestre,https://github.com/billybombom/Projeto-Desenvolvimento-em-Banco-de-Dados-1-semestre.git,1,Backend Detectado (express),"Aqui é meu projeto da matéria de banco de dados  feita no primeiro semestre de sistemas de informação  em resumo é um CRUD usando o query builder chamado KnexJS"
Lofhel/LOFHEL,https://github.com/Lofhel/LOFHEL.git,1,Backend Detectado (express),"Sistema de Informação - 1SISA "
BandTec/BobIA,https://github.com/BandTec/BobIA.git,6,Backend Detectado (express),"BobIA é um projeto educativo criado para auxiliar alunos à disciplina de Arquitetura Computacional nos cursos de ADS (Análise e Desenvolvimento de Sistemas)  CCO (Ciência da Computação) e SIS (Sistemas de Informação) da Faculdade São Paulo Tech School."
R0bertS0uza/ifood-clone-backend,https://github.com/R0bertS0uza/ifood-clone-backend.git,1,Backend Detectado (express),"Projeto de Desenvolvimento de Sistemas de Informação - Clone da aplicação do iFood"
orodrigogo/introducao-nodejs,https://github.com/orodrigogo/introducao-nodejs.git,8,Backend Detectado (express),":ferris_wheel: API que ensinei a desenvolver em meu Workshop de NodeJS aos alunos da Graduação de Sistemas de Informação. Refere-se a uma API para atender um aplicativo de tarefas."
benevidesjohns/learning-nodejs,https://github.com/benevidesjohns/learning-nodejs.git,1,Backend Detectado (express),"Repositório referente à atividade de nodejs da disciplina Desenvolvimento WEB do curso de Sistemas de Informação."
ICEI-PUC-Minas-PMV-SI/ex3_controleFrota,https://github.com/ICEI-PUC-Minas-PMV-SI/ex3_controleFrota.git,2,Backend Detectado (express),"Trabalho apresentado como requisito parcial à aprovação na disciplina Projeto: Design Centrado no Usuário do Curso de Bacharelado em Sistemas de Informação da Pontifícia Universidade Católica de Minas Gerais.  Orientadora: Profa. Simone de Assis Alves da Silva"
karenalmeida18/SistemaPPgSI-Backend,https://github.com/karenalmeida18/SistemaPPgSI-Backend.git,2,Backend Detectado (express),"Backend do sIstema que auxilia no programa de pós graduação de alunos de Sistemas de informação da USP."
guilhermeMRC/gestor-tcc-backend-api,https://github.com/guilhermeMRC/gestor-tcc-backend-api.git,1,Backend Detectado (express),"Projeto de TCC do curso de Sistemas de Informação do IFF campus Itaperuna-RJ pelos alunos: Guilherme Muniz Rodrigues do Carmo e Matheus Silva Justino  com orientação do Professor Roberto Junior."
ruann-carlos/Projeto-socio-economico-FATEC-Franca,https://github.com/ruann-carlos/Projeto-socio-economico-FATEC-Franca.git,1,Backend Detectado (express),"Projeto Sócio-econômico para disciplina de Sistemas de Informação  visando analisar o perfil sócio econômico dos alunos do 2º semestre de análise e desenvolvimento de sistemas"
wesdeveloper/smart_gym,https://github.com/wesdeveloper/smart_gym.git,2,Backend Detectado (express),"Projeto Aplicado - 8° Semestre - Sistemas de Informação"
bpimentacaetano/TFG,https://github.com/bpimentacaetano/TFG.git,1,Backend Detectado (express),"Trabalho Final de Graduação realizado pela aluna Bárbara Pimenta Caetano para obtenção do título de Bacharel em Sistemas de Informação pela Universidade Federal de Itajubá  sob orientação da Prof.ª Dr. ª Melise Maria Veiga de Paula."
erijonhson/si1-disque-saude-frontend,https://github.com/erijonhson/si1-disque-saude-frontend.git,1,Backend Detectado (express),"Projeto apresentado como pré-requisito para conclusão do curso de Sistemas de Informação 1 CCC-UFCG."
giovanafelisbino/pizzaria-typescript-final,https://github.com/giovanafelisbino/pizzaria-typescript-final.git,2,Backend Detectado (express),"Sistema de pizzaria  programado via VSCode  para a matéria de Programação TypeScript sob supervisão do professor Eduardo Popovici. Curso de Ciência da Computação (CCO 2º) na instituição UniAnchieta."
kakahimita/PetResgate,https://github.com/kakahimita/PetResgate.git,1,Backend Detectado (express),"O PetResgate é uma iniciativa beneficente desenvolvida como parte do Projeto A3 do curso de Ciência da Computação da UNIFG. O objetivo é criar uma plataforma que ajude a reunir pets perdidos com seus tutores  promovendo também a adoção responsável de animais."
Njuunior/Bot-IA,https://github.com/Njuunior/Bot-IA.git,1,Backend Detectado (express),"Bot inteligente para Whatsapp  desenvolvido para a matéria de IA do curso de Ciência da Computação."
Ptoniello/monitoramento_Faculdade,https://github.com/Ptoniello/monitoramento_Faculdade.git,1,Backend Detectado (express),"Projeto para faculdade - arquiteturas paralelas e distribuídas - Ciências da computação 7 semestre"
DrLiTH7/coffee-shop-API-fac-project,https://github.com/DrLiTH7/coffee-shop-API-fac-project.git,1,Backend Detectado (express),"Projeto 7th período Ciencia da Computação - Cruzeiro do Sul - API para o site de venda de café - Conexão com banco de dados e end points para as funções"
EricoBorgonove/UNINORTE-API-NODE.JS-4-periodo-ciencias-da-computacao,https://github.com/EricoBorgonove/UNINORTE-API-NODE.JS-4-periodo-ciencias-da-computacao.git,3,Backend Detectado (express),"Repositório Oficial da turma do 4 período de ciencias da Computação - UNINORTE"
diegoNZ04/Aplicacao-Postagens,https://github.com/diegoNZ04/Aplicacao-Postagens.git,1,Backend Detectado (express),"Projeto de aplicação backend de postagem de blogs baseado no Curso de NodeJS do Canal do Youtube do Victor Lima - Ciência da Computação. Este projeto é um estudo do frameword Express  o básico de MySQL usando a ORM Sequelize e do utilitário Handlebars para HTML."
Pasta-de-dente/web-curves-adjust,https://github.com/Pasta-de-dente/web-curves-adjust.git,1,Backend Detectado (express),"Aplicação web que efetua o ajuste de curvas baseado na tabela exibindo também a sua lei de formação. Elaborado para a disciplina de Análise de Dados do curso de Ciências da Computação"
Guardians-DSC/horarios-ufcg-api,https://github.com/Guardians-DSC/horarios-ufcg-api.git,26,Backend Detectado (express),"Api dos horários das disciplinas do curso de Ciência da Computação da UFCG"
mauriliosfc/stock-api,https://github.com/mauriliosfc/stock-api.git,1,Backend Detectado (express),"Trabalho de Desenvolvimento Web - Curso Ciências da Computação "
vinicius-vasconcelos/compilador-js,https://github.com/vinicius-vasconcelos/compilador-js.git,2,Backend Detectado (express),"Compilador-js da matéria de compiladores do 7º termo de ciência da computação."
Davi-Perdigao/Redes-Application_Socket-TCP,https://github.com/Davi-Perdigao/Redes-Application_Socket-TCP.git,1,Backend Detectado (express),"O principal objetivo do trabalho é praticar as sockets TCP/IP  através de uma aplicação muito utilizada no nosso cotidiano. Desenvolvido para a disciplina de Redes I  no 6º período do curso de Ciência da Computação."
CC-UNIP-CAMPINAS/SAPEP-back,https://github.com/CC-UNIP-CAMPINAS/SAPEP-back.git,1,Backend Detectado (express),"BACKEND - Repositório criado como trabalho de conclusão de curso para bacharelado em ciência da computação na Universidade Paulista. O projeto consiste em um sistema para gerenciamento de prontuários eletrônicos de pacientes utilizando como tecnologia: React e Node.JS"
andressasias/AcessiMath,https://github.com/andressasias/AcessiMath.git,1,Backend Detectado (express),"Trabalho de conclusão Ciência da Computação"
marcosdtjunior/API_SistemaGestaoClientes,https://github.com/marcosdtjunior/API_SistemaGestaoClientes.git,1,Backend Detectado (express),"Desafio do 5° módulo de back-end do Curso de Desenvolvimento de Software da Cubos Academy"
SpositoDouglas/api_saldaterra,https://github.com/SpositoDouglas/api_saldaterra.git,1,Backend Detectado (express),"API para o app Salda Terra da matéria de Desenvolvimento de Software para Dispositivos Móveis"
icrcode/api-node-express-mysql2,https://github.com/icrcode/api-node-express-mysql2.git,1,Backend Detectado (express),"Projeto de criação de uma API desenvolvida em Node.js utilizando o framework Express e o banco de dados MySQL. Este repositório demonstra a construção de uma API capaz de realizar operações de comunicação com o banco de dados  seguindo boas práticas de organização e desenvolvimento de software."
LucasPiresAlb/bancodetalentos,https://github.com/LucasPiresAlb/bancodetalentos.git,1,Backend Detectado (express),"DESENVOLVIMENTO DE SOFTWARE EM NUVEM"
guuisouza/PI-2SEM-GESTUS,https://github.com/guuisouza/PI-2SEM-GESTUS.git,2,Backend Detectado (express),"Projeto Interdisciplinar do 2 semestre do curso superior de Desenvolvimento de Software Multiplataforma"
nsRenan/pontodevenda,https://github.com/nsRenan/pontodevenda.git,3,Backend Detectado (express)," Desafio do curso de Desenvolvimento de Software - com foco em Backend  da Cubos Academy. O projeto foi desenvolvido em grupo  utilizando metodologias ágeis como o Scrum e o Kanban."
sertaoboy/Avaliacao-Desenvolvimento_em_cloud-UNIFOR,https://github.com/sertaoboy/Avaliacao-Desenvolvimento_em_cloud-UNIFOR.git,1,Backend Detectado (express),"Prova da disciplina de Ambientes e Desenvolvimento de Software em Nuvem; 24.04"
taisadefante/desafio-backend-modulo-05-sistema-pdv-b2b-ifood-t09-main,https://github.com/taisadefante/desafio-backend-modulo-05-sistema-pdv-b2b-ifood-t09-main.git,1,Backend Detectado (express),"Desafio final curso desenvolvimento de software - backend"
RaulSAraujo/Make_a_List_back,https://github.com/RaulSAraujo/Make_a_List_back.git,1,Backend Detectado (express),"Projeto interdisciplinar (Modulo 3) - Fatec - Desenvolvimento de software multiplataforma"
christianebs/js-controle-financeiro-dindin,https://github.com/christianebs/js-controle-financeiro-dindin.git,1,Backend Detectado (express),"Projeto do módulo 3 de Desenvolvimento de Software - Foco Em Backend - Ifood com a Cubos Academy"
pmagalhaes2/atena-pdv,https://github.com/pmagalhaes2/atena-pdv.git,1,Backend Detectado (express),"Sistema de PDV desenvolvido como projeto de conclusão do curso de Desenvolvimento de Software com foco em Backend da Cubos Academy."
marislaradev/Desafio-M05,https://github.com/marislaradev/Desafio-M05.git,5,Backend Detectado (express),"Desafio final do curso Desenvolvimento de Software Backend da Cubos Academy.  API para um PDV (Frente de Caixa)."
livnascimento/desafio-m05-b2bt05-equipe-19,https://github.com/livnascimento/desafio-m05-b2bt05-equipe-19.git,3,Backend Detectado (express),"RESTful API desenvolvida em grupo com Node.js e PostgreSQL como trabalho de conclusão do curso de Desenvolvimento de Software Back-end da Cubos Academy."
Larissalaviniaba/Pdv-Code-Queens,https://github.com/Larissalaviniaba/Pdv-Code-Queens.git,2,Backend Detectado (express),"Esse projeto marca a etapa final do curso de Desenvolvimento de Software com ênfase em Back-End  oferecido pela Cubos Academy."
livnascimento/desafio-m03-b2bt05,https://github.com/livnascimento/desafio-m03-b2bt05.git,1,Backend Detectado (express),"RESTful API para controle de finanças pessoais desenvolvida em grupo como desafio técnico do módulo 3 do curso Desenvolvimento de Software com foco em Back-end da Cubos Academy."
sara-t-g-silva/desafio-backend-m02-b2bt05-ifood,https://github.com/sara-t-g-silva/desafio-backend-m02-b2bt05-ifood.git,1,Backend Detectado (express),"Desafio de código do módulo 02 do curso de desenvolvimento de software focado em backend com linguagem Javascript  node.js. Cubos academy + Ifood."
NanneSantin/api-bancaria,https://github.com/NanneSantin/api-bancaria.git,2,Backend Detectado (express),"API bancária desenvolvida para o desafio do módulo 2 do curso de Desenvolvimento de Software com foco em Backend da Cubos Academy."
FelipeGaleao/tdsoft-api-restful,https://github.com/FelipeGaleao/tdsoft-api-restful.git,3,Backend Detectado (express),"🧠 Projeto desenvolvido na disciplina de Técnicas Avançadas de Desenvolvimento de Software da UFMS com o intuito de ensinar sobre APIs RESTfuls"
lucasbarbosaalves/projeto-api-rest,https://github.com/lucasbarbosaalves/projeto-api-rest.git,1,Backend Detectado (express),"Durante o desenvolvimento deste projeto de API REST  contei com a ajuda e orientação da plataforma de cursos online Alura. Com base nos ensinamentos adquiridos  criei uma API Rest para cadastrar recursos como livros e autores  aplicando as melhores práticas de desenvolvimento de software."
TeksMarques/Projeto-Blogs-Api,https://github.com/TeksMarques/Projeto-Blogs-Api.git,1,Backend Detectado (express),"Construção de API e um banco de dados para a produção de conteúdo para um blog  seguindo as melhores práticas de desenvolvimento de software!"
aprxl/Amarelo-Girassol,https://github.com/aprxl/Amarelo-Girassol.git,1,Backend Detectado (express),"Repositório do Grupo Amarelo Girassol da matéria Desenvolvimento de Software (2022.2)"
renan-meneses/sistema-escolar,https://github.com/renan-meneses/sistema-escolar.git,1,Backend Detectado (express),"Sistema Escolar desenvolvido na cadeira de Laboratório de Desenvolvimento de Software"
rodrigodanielzacarias/zpark,https://github.com/rodrigodanielzacarias/zpark.git,1,Backend Detectado (express),"Desenvolvimento de software para estacionamento utilizando gabinetes e placas ZPark"
